Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ho_1,ho_2,ho_3,lo_1,lo_2,lo_3
SIG_12g12440,108.516605009278,-1.96840693210783,0.518447575068772,-3.7967328361922,0.000146615652560397,0.0738320883105661,106.525884166481,171.693363008584,240.524418946354,46.114110088342,23.2590403198053,62.9828135260982
SIG_03g18970,2581.50763469296,3.61398570258377,0.964431497341429,3.74727050344805,0.000178769269929743,0.087376109638014,174.70245003303,626.476378120609,368.303016511604,1358.44482635241,12312.4901620206,648.628975119519
SIG_09g04620,605.628230070546,2.30102561896359,0.615944415988613,3.73576829212805,0.000187142930940886,0.0888554636107329,140.614167099755,122.638116434703,349.51204628142,399.655620765631,1030.79837780955,1590.55105203221
SIG_09g15390,58.4325622661731,-1.96403185725488,0.527365039709728,-3.72423598336347,0.000195907611397477,0.0904331301723133,88.4164838581796,57.2311210028615,133.415888634306,15.3713700294473,23.2590403198053,32.9014697524394
SIG_02g07310,48.1587861201364,3.98054797896123,1.08322439915622,3.67472149082118,0.000238109007449654,0.09870891736687,6.39155304998889,6.13190582173516,4.69774255754597,27.8606081783733,232.590403198053,11.2805039151221
SIG_03g04550,9.20394304492568,-3.709650385036,1.0075216677618,-3.68195593577354,0.000231451420852212,0.09870891736687,14.9136237833074,20.4396860724505,15.9723246956563,0.960710626840459,1.0572291054457,1.88008398585368
SIG_05g01910,4853.81080962507,2.84343555159428,0.770059371058354,3.692488733286,0.000222070181908331,0.09870891736687,845.815520281863,1575.89979618594,1139.67234446065,5798.84934360901,18328.1237720066,1434.50408120636
SIG_08g00480,1154.0494328695,0.702454399905007,0.191322897472292,3.67156471695573,0.000241070014883895,0.09870891736687,878.838544373472,831.895223148737,924.515735325047,1321.93782253247,1614.38884401558,1352.72042782172
SIG_11g05340,103.010613388488,-1.54887307620026,0.42215539319304,-3.66896432255694,0.000243535059095058,0.09870891736687,110.786919533141,157.385582757869,192.607444859385,63.4069013714703,32.7741022688166,61.1027295402445
SIG_01g05580,151.312930670624,-1.3627190043926,0.372865125005456,-3.65472368694352,0.000257459109095788,0.0994989645338093,271.641004624528,156.363598454247,225.491642762207,82.6211139082795,107.837368755461,63.9228555190251
SIG_01g14950,6.05495440825015,-6.06263488605719,1.65775022807097,-3.65714616315386,0.000255038964941371,0.0994989645338093,17.044141466637,6.13190582173516,13.1536791611287,0,0,0
SIG_05g11250,3412.51177313775,1.53655156289839,0.422826552342129,3.63399969653535,0.000279061189063624,0.10539633726953,1272.98431578945,1644.37274452865,2331.01985705431,6064.96618724382,6378.26319315389,2783.46434105637
SIG_01g11810,27.1421977969537,4.96979159642015,1.37025570358454,3.62690816277527,0.000286835254310508,0.105925072358489,2.13051768332963,1.02198430362253,1.87909702301839,13.4499487757664,140.611471024278,3.76016797170736
SIG_02g11160,57.3247816879784,-1.5578699266268,0.432030221458875,-3.60592812550521,0.000311039225405926,0.108314726612015,110.786919533141,75.626838468067,70.4661383631896,22.0963444173306,26.4307276361424,38.5417217100004
SIG_05g02400,86.1152282101965,-3.05189338265747,0.846710380404351,-3.60441238620462,0.000312859963736715,0.108314726612015,268.445228099533,107.308351880365,85.4989145473367,31.7034506857351,2.11445821089139,21.6209658373173
SIG_08g12860,60.1014931911893,-1.54026837313837,0.426442084997624,-3.61190517382203,0.000303955719380788,0.108314726612015,119.308990266459,78.6927913789346,70.4661383631896,39.3891357004588,26.4307276361424,26.3211758019515
SIG_09g04600,33.5909390906265,2.44837976360029,0.682775260669682,3.58592336986384,0.000335887588762639,0.112326887898455,7.4568118916537,14.3077802507154,9.39548511509194,28.8213188052138,98.3223068064498,43.2419316746346
SIG_11g05870,1723.89695749706,-1.78129283349029,0.497445414520319,-3.58088100019572,0.000342437601565918,0.112326887898455,2063.40637630475,2072.58416774648,3876.57715848694,573.544244223754,460.951889974324,1296.31790824611
SIG_13g01480,300.463536905736,0.792186582439887,0.221334343222137,3.57913991524048,0.000344726879457289,0.112326887898455,203.46443875798,244.254248565784,212.337963601078,408.302016407195,341.48500105896,392.937553043419
SIG_11g00410,257.415015241418,1.18275882976042,0.331637307060763,3.56642272922484,0.000361887449669857,0.115650877665648,136.353131733096,166.583441490472,169.118732071655,338.170140647841,475.753097450564,258.511548054881
SIG_05g02900,56.8040235879682,3.69225139646021,1.04110931555951,3.54645889848362,0.000390445643473126,0.119187952138781,9.58732957498333,10.2198430362253,4.69774255754597,47.0748207151825,257.96390172875,11.2805039151221
SIG_08g21710,224.499785951422,-0.935768883846224,0.264061416940625,-3.5437546866479,0.000394472100591705,0.119187952138781,332.360758599422,302.507353872268,249.919904061446,179.652887219166,140.611471024278,141.946340931953
SIG_12g05440,260.782810033388,-1.42276839931566,0.401243382697144,-3.54589872548642,0.000391276550289293,0.119187952138781,520.911573574094,345.430694624414,273.408616849176,97.0317733108863,142.725929235169,185.188272606587
SIG_03g01560,25.9619350546483,-1.75312791192367,0.497025711249416,-3.52723787169217,0.000419919323496415,0.124611059247561,38.3493182999333,45.9892936630137,35.7028434373494,11.5285275220855,14.8012074762398,9.40041992926839
SIG_07g10410,362.075266540908,1.50050017268946,0.427804231922931,3.50744583788918,0.000452430443496307,0.127432018813926,166.180379299711,207.462813635373,193.546993370894,273.802528649531,758.033268604565,573.425615685372
SIG_11g01190,270.039189316227,1.31871527157719,0.375362195992155,3.51318083082814,0.000442776020911845,0.127432018813926,161.919343933052,127.748037952816,173.816474629201,391.009225124067,522.271178090174,243.470876168051
SIG_13g11040,255.489923486823,2.02997886364203,0.57873438862094,3.50761749008772,0.000452138650369502,0.127432018813926,95.8732957498333,90.9566030224049,114.624918404122,123.931670862419,561.388654991665,546.164397890493
SIG_03g02910,134.364258815829,2.32033675321744,0.667128979445652,3.47809317944112,0.00050499434626775,0.129107631481192,57.5239774499,33.7254820195434,43.2192315294229,150.831568413952,441.921766076301,78.9635274058545
SIG_05g03490,1062.17261178389,3.68928800570841,1.06062589103791,3.47840651155342,0.000504404349730658,0.129107631481192,103.330107641487,209.506782242618,145.630019283925,394.852067631429,5383.41060492949,136.306088974392
SIG_06g10460,266.337337401909,-1.59308604271823,0.457324401312754,-3.48349232655259,0.000494917308653527,0.129107631481192,303.598769874472,365.870380696865,530.844909002695,206.552784770699,79.2921829084273,111.864997158294
SIG_08g21220,25.9765381407784,-1.77060027872849,0.506870607929263,-3.49319974571417,0.000477269366240647,0.129107631481192,31.9577652499444,50.0772308775038,38.521488971877,13.4499487757664,10.572291054457,11.2805039151221
SIG_11g01390,920.764520653588,3.68193586829347,1.05736018811078,3.48219642624534,0.000497318747078603,0.129107631481192,140.614167099755,144.099786810776,114.624918404122,544.72292541854,4509.0821347259,71.4431914624398
SIG_12g03320,51.6290020050288,2.34504252498952,0.673531465739487,3.48171190846272,0.000498219396206943,0.129107631481192,5.32629420832407,28.6155605014307,16.9118732071655,97.0317733108863,112.066285177244,49.8222256251225
SIG_06g06890,8027.46316835308,2.59097735954196,0.746392606444389,3.4713330989232,0.000517881153756011,0.130396197168445,1511.60229632237,2204.42014291379,3139.97112546373,7892.23779949437,30284.327725492,3132.21992043223
SIG_01g00190,43.8530193789764,1.94281685841533,0.561585279118592,3.45952241031778,0.00054113424515764,0.132243660088672,17.044141466637,18.3957174652055,18.7909702301839,65.3283226251512,107.837368755461,35.7215957312199
SIG_11g02920,9.10675777005356,6.61649483741393,1.91186674089515,3.46075105334802,0.000538670698979046,0.132243660088672,0,0,0,11.5285275220855,41.2319351123822,1.88008398585368
SIG_10g12710,575.190468904179,-0.711970716986449,0.206675272128764,-3.44487615597706,0.000571321088755289,0.137597302216455,654.068928782196,776.70807075312,712.177771723969,393.891357004588,429.235016810953,485.061668350249
SIG_09g01660,335.264260286004,6.6349740898589,1.94749766713655,3.40692274081872,0.000656997212501119,0.155971138247766,2.13051768332963,12.2638116434703,5.63729106905517,73.9747182667153,1915.6991390676,1.88008398585368
SIG_04g11390,75.9229693869801,1.09183040189145,0.321569087215343,3.39532139530654,0.000685480816146531,0.160441129615818,46.8713890332518,45.9892936630137,52.6147166445149,97.9924839377268,89.8644739628842,122.205459080489
SIG_04g07480,420.66236368624,3.07031459442933,0.906109936996528,3.38845703933726,0.000702870385090021,0.16222638971425,41.5450948249278,51.0992151811263,175.695571652219,319.916638737873,1774.03043893788,161.687222783416
SIG_08g10310,54.4112346184896,4.35190521150195,1.28847955921761,3.37755083529964,0.000731344336256595,0.166486029861809,4.26103536665926,8.17587442898022,2.81864553452758,23.057055044171,284.394629364892,3.76016797170736
SIG_13g08750,103.820082872642,-1.42816363988701,0.424660432656847,-3.36307206902193,0.000770802380900241,0.173097215754057,178.963485399689,118.550179220213,156.904601422035,60.5247694909489,32.7741022688166,75.2033594341471
SIG_08g10740,278.308131144412,0.934648032217183,0.278376490943897,3.35749627796532,0.000786518024051559,0.174271420315851,182.159261924683,177.82526883032,213.277512112587,367.952170079896,441.921766076301,286.712807842686
SIG_06g22320,255.9383163877,-1.05903967152071,0.315936768550487,-3.35206211160406,0.00080212020870368,0.175389916161023,274.836781149522,312.727196908493,450.043737012904,156.595832174995,145.897616551506,195.528734528783
SIG_03g15880,32.013875337853,5.61398240129761,1.67919502667947,3.34325811600275,0.000828008438960897,0.178699275826652,0,0,3.75819404603678,27.8606081783733,158.584365816855,1.88008398585368
SIG_02g15500,116.449545575238,2.54534147893952,0.763150799947255,3.33530604844473,0.000852055678845096,0.179409325504042,26.6314710416204,38.835403537656,36.6423919488586,110.481722086653,433.463933232736,52.642351603903
SIG_06g04410,171.947020282088,0.846503708784108,0.253821636142069,3.33503369393736,0.000852890643568378,0.179409325504042,118.243731424794,136.945896685419,113.685369892612,241.138367336955,191.358468085671,230.310288267076
SIG_03g17840,693.871912558041,2.61395562755211,0.791540050111701,3.30236685709489,0.000958725905073833,0.183127667707091,162.984602774717,205.418845028128,216.096157647115,301.663136827904,2850.2896682816,426.779064788785
SIG_05g11340,92.717791283656,-1.94122334975426,0.58743912161894,-3.30455238392089,0.000951281966575533,0.183127667707091,182.159261924683,89.9346187187824,169.118732071655,47.0748207151825,53.9186843777305,14.1006298939026
SIG_06g02640,11.000963257122,3.07862383381057,0.928105676685866,3.31710484177179,0.000909554784542007,0.183127667707091,2.13051768332963,1.02198430362253,3.75819404603678,16.3320806562878,29.6024149524795,13.1605879009757
SIG_07g03430,818.35312028895,-3.01763206344852,0.909440972590829,-3.31811756276149,0.000906263318513616,0.183127667707091,2643.97244501207,532.453822187337,1194.16615812819,36.5070038199374,68.7198918539703,434.2994007322
SIG_07g05210,85.2053623805124,-1.4433158010495,0.435990379155306,-3.31043039033522,0.000931526183613678,0.183127667707091,92.6775192248388,116.506210612968,164.420989514109,56.6819269835871,51.8042261668391,29.141301780732
SIG_08g13430,333.973359053097,1.9582933715929,0.591038259455095,3.31331067027427,0.000921985056182527,0.183127667707091,133.157355208102,148.187724025266,128.71814607676,544.72292541854,890.186906785277,158.867096804636
SIG_09g20930,46.0433558473043,-1.96573617605944,0.594004145604801,-3.30929706569298,0.000935305416256255,0.183127667707091,44.7408713499222,76.6488227716895,98.6525937084654,29.7820294320542,9.51506194901127,16.9207558726831
SIG_12g04540,2862.82697474611,-1.44651619532432,0.437811984733019,-3.30396664725024,0.000953271725796758,0.183127667707091,3002.96467465311,6369.00618017559,3194.46493913126,2204.83088859885,1137.57851745957,1268.11664845831
SIG_01g02990,17.0544750218151,5.07050363072778,1.54243613447406,3.28733457249866,0.00101140592737993,0.190235304199666,0,1.02198430362253,1.87909702301839,18.2535019099687,79.2921829084273,1.88008398585368
SIG_13g11720,512.951061955068,0.903309632398564,0.274957146522119,3.28527424663936,0.00101883151244255,0.190235304199666,357.926970799378,366.892365000487,347.632949258402,778.175607740772,486.32538850502,740.753090426349
SIG_03g07080,1515.20605839545,3.64418936773293,1.11256191639516,3.27549353796017,0.00105477527389961,0.19475839446293,131.026837524772,421.057533092481,121.201757984686,549.526478552742,7686.05559659021,182.368146627807
SIG_01g01970,250.261635666534,2.19966150312603,0.673712210919133,3.26498684078335,0.00109469162127307,0.199907531454021,56.4587186082352,74.6048541644445,137.174082680342,354.502221304129,753.804352182782,125.02558505927
SIG_12g06750,53.7101343519327,-1.85449470047536,0.568941765179083,-3.25955100148366,0.00111588715475255,0.201563181931281,80.9596719665259,109.35232048761,62.0102017596068,28.8213188052138,31.7168731633709,9.40041992926839
SIG_09g09110,2069.00339185874,-1.30477645505772,0.40285142188132,-3.23885279829571,0.00120011494538358,0.214446345832089,2584.31794987884,3695.49524189906,2557.45104832803,1555.3905048547,647.024212532766,1374.34139365904
SIG_09g15620,167.82459764827,-1.47850966596287,0.459750902131449,-3.21589290876507,0.00130039348638222,0.225103530798956,282.293593041176,226.880515404201,232.068482342771,56.6819269835871,62.3765172212961,146.646550896587
SIG_12g09530,42.9292799336204,2.78208769849881,0.86471185197688,3.21735812009339,0.00129376998330422,0.225103530798956,17.044141466637,8.17587442898022,7.51638809207355,37.4677144467779,163.870511344083,23.501049823171
SIG_13g01880,911.259310815035,1.03010258161374,0.319729373563445,3.22179526432949,0.00127390128487072,0.225103530798956,492.149584849144,474.200716880852,830.560884174128,1398.79467267971,1159.78032867393,1112.06967763245
SIG_01g14700,758.719981957478,0.705386499384182,0.219827078546146,3.20882442713311,0.00133278851314641,0.228332778468732,572.043997974005,603.992723440913,554.333621790425,837.73966660488,1117.4911644561,866.718717478546
SIG_08g13270,1443.03930146145,0.604747605249028,0.189506766361655,3.19116629374028,0.00141699696606005,0.240282199816182,1141.95747826468,1202.87552536371,1089.87627335067,1690.85070323921,1959.04553239088,1573.63029615953
SIG_12g10240,85.6948036149104,-1.17203769336045,0.368910775354354,-3.17702211933133,0.00148795686961492,0.249766335952128,92.6775192248388,118.550179220213,144.690470772416,59.5640588641084,59.204829904959,39.4817637029272
SIG_03g19800,180.251357994351,0.842835168639829,0.265609675342093,3.17320958867291,0.0015076364637198,0.250539027540957,150.201496674739,120.594147827458,116.50401542714,259.391869246924,233.647632303499,201.168986486344
SIG_12g09570,24.1389344020792,1.57972506905954,0.498960976602784,3.16602929514694,0.0015453522944588,0.254264004250657,12.7831060999778,12.2638116434703,11.2745821381103,41.3105569541397,38.0602477960451,29.141301780732
SIG_06g19330,4.88703821673377,5.7178621929793,1.81135294312956,3.15668032266549,0.00159576186301098,0.25745990912152,0,0,0,8.64639564156413,16.9156656871311,3.76016797170736
SIG_09g06900,19.9181049746103,3.61334627016196,1.14458002077681,3.1569188737976,0.0015944569968268,0.25745990912152,3.19577652499444,2.04396860724505,3.75819404603678,20.1749231636496,85.6355575411014,4.70020996463419
SIG_09g05630,102.429160184867,1.29292213145455,0.410603697195367,3.14883217147305,0.00163924307253695,0.26193212864826,67.1113070248833,60.2970739137291,50.7356196214965,167.16364907024,181.84340613666,87.423905342196
SIG_07g04260,1128.50621373687,2.07122374181619,0.661284498514706,3.13212202383137,0.00173547729262675,0.268729789893151,213.051768332963,387.332051072938,700.903189585859,2077.05637522907,2850.2896682816,542.404229918786
SIG_09g07030,513.280557542261,5.11399112616438,1.63372307978059,3.13026802978825,0.00174646872719101,0.268729789893151,27.6967298832852,17.373733161583,41.3401345064045,135.460198384505,2841.83183543803,15.9807138797563
SIG_09g10210,1504.8093838706,2.42022521874172,0.771705534195224,3.13620300943631,0.00171150685662775,0.268729789893151,416.516207090942,528.365884972846,476.351095335161,973.199864989385,5992.37456966621,642.048681169031
SIG_09g20310,16.1789601250205,-1.88002185404131,0.59969823772727,-3.13494643767205,0.00171885492354867,0.268729789893151,22.3704356749611,27.5935761978082,26.3073583222574,5.76426376104275,8.45783284356557,6.58029395048787
SIG_02g07710,216.607611788741,-1.29357334759971,0.413995530172554,-3.1246070387778,0.00178042731758991,0.268974010579174,330.230240916092,341.342757409924,251.799001084464,176.770755338644,69.777120959416,129.725795023904
SIG_09g21010,387.837027515555,0.627546570063739,0.200700047006521,3.12678835617486,0.00176727100587365,0.268974010579174,286.554628407835,301.485369568645,326.02333349369,464.023232763942,512.756116141163,436.179484718053
SIG_06g05960,58.4390639413338,-1.12082462927546,0.359322152502175,-3.11927506130778,0.0018129662894199,0.271422286464683,90.5470015415092,75.626838468067,74.2243324092263,39.3891357004588,28.5451858470338,42.3018896817078
SIG_09g21050,19.8366575707604,-2.17308402689013,0.6980893018243,-3.11290263467906,0.00185257124109349,0.274875257897246,15.9788826249722,30.6595291086758,50.7356196214965,6.72497438788321,7.40060373811988,7.52033594341471
SIG_02g08070,22.7122004014944,-4.51319663828482,1.45441490945708,-3.10310119137155,0.00191504148180235,0.276912400426879,85.2207073331851,38.835403537656,6.57683958056436,0,0,5.64025195756103
SIG_03g01920,761.374875379009,3.31861548708539,1.06810723951489,3.10700589258494,0.00188992631463568,0.276912400426879,150.201496674739,152.275661239756,113.685369892612,251.7061842322,3809.19646692085,91.1840733139034
SIG_13g09200,424.744778622382,3.54373553819611,1.14206911142219,3.10290813642896,0.00191629113305398,0.276912400426879,36.2188006166037,112.418273398478,52.6147166445149,136.420909011345,2169.43412437457,41.3618476887809
SIG_06g11810,111.645514469709,3.26887290452385,1.05714438131943,3.09217261358752,0.00198697272327744,0.284650971684694,10.6525884166481,42.9233407521461,9.39548511509194,72.0532970130344,508.52719971938,26.3211758019515
SIG_06g01060,1410.48948489656,-1.46308734147477,0.476282404894955,-3.07189038779935,0.00212707818448831,0.299557502286667,1312.39889293105,3159.97546680085,1738.16474629201,1013.54971131668,422.891642178279,815.956449860496
SIG_08g04970,107.418512749139,-1.8611706532512,0.605610234774411,-3.07321532296178,0.00211765627717106,0.299557502286667,197.072885707991,119.572163523836,188.849250813348,17.2927912831283,38.0602477960451,83.6637373704887
SIG_03g19050,254.852719685268,3.3132291690616,1.08222498425081,3.06149757885624,0.0022023277308939,0.299985919934385,29.8272475666148,81.7587442898022,28.1864553452758,92.228220176684,1253.8737190586,43.2419316746346
SIG_03g22140,21.6219681951343,3.13384038472239,1.02272555521536,3.0642046331408,0.00218249568516636,0.299985919934385,6.39155304998889,4.08793721449011,2.81864553452758,11.5285275220855,89.8644739628842,15.0406718868294
SIG_05g12310,33.2286174873395,2.36925458007428,0.773776506656649,3.06193656655642,0.00219910050022052,0.299985919934385,10.6525884166481,12.2638116434703,9.39548511509194,16.3320806562878,104.665681439124,46.0620576534151
SIG_10g01760,886.207445301234,3.41614361135998,1.11344046109284,3.06809724518815,0.00215426501872974,0.299985919934385,86.2859661748499,266.73790324548,102.410787754502,282.448924291095,4473.13634514074,106.224745200733
SIG_06g00990,560.821945651449,-1.22677436596082,0.401398994132023,-3.05624673677514,0.00224126736282686,0.302807975898023,752.072742215359,476.244685488098,1129.33731083405,348.737957543087,259.021130834196,399.517846993907
SIG_01g18460,1210.17879515388,-0.489538743893053,0.160663008896003,-3.04699101091734,0.00231144622052518,0.304339752465858,1456.2088365558,1370.48095115781,1414.02050982134,1068.31021704659,988.509213591726,963.54304275001
SIG_05g01530,5.63091999120386,5.92226396623789,1.94480481836238,3.04517137674759,0.00232547758613003,0.304339752465858,0,0,0,8.64639564156413,23.2590403198053,1.88008398585368
SIG_11g00310,29.5113957794748,1.99600059439061,0.654189451899149,3.05110482689091,0.00228000957619731,0.304339752465858,9.58732957498333,18.3957174652055,7.51638809207355,32.6641613125756,75.0632664866445,33.8415117453662
SIG_12g07490,203.612985014539,3.00720427184222,0.987548085230874,3.0451218698269,0.00232586042623444,0.304339752465858,36.2188006166037,61.3190582173516,37.5819404603678,116.245985847696,934.590529213996,35.7215957312199
SIG_01g11230,639.196168995617,-0.519756986637984,0.170900810654566,-3.04127864957028,0.002355757055002,0.305244560864969,790.422060515292,729.696792786484,739.424678557736,537.037240403816,499.012137770369,539.584103940006
SIG_05g00530,470.468529247144,2.06356393175755,0.679947260505312,3.03488822092465,0.00240624849400114,0.305244560864969,132.092096366437,201.330907813638,211.398415089569,908.832252991074,1216.870700368,152.286802854148
SIG_13g00450,620.987967136581,0.821150924242151,0.270393494202381,3.03687382222128,0.00239045496536675,0.305244560864969,556.065115349033,439.453250557687,351.391143304439,809.879058426507,866.927866465471,702.211368716349
SIG_13g09210,1333.58486283451,-1.79555608678028,0.591111907253874,-3.03759079244721,0.00238477552277308,0.305244560864969,1508.40651979738,1344.93134356725,3358.88592864537,545.683636045381,245.277152463402,998.324596488303
SIG_08g21300,121.019354447298,3.67567354660961,1.2186356002708,3.01622039089684,0.00255947153035228,0.322221953722684,29.8272475666148,4.08793721449011,18.7909702301839,62.4461907446298,601.563360998601,9.40041992926839
SIG_12g12830,35.0291512978503,-1.78935139338848,0.595750273853114,-3.00352592675376,0.00266870809280444,0.333448053279881,80.9596719665259,27.5935761978082,54.4938136675333,11.5285275220855,15.8584365816855,19.7408818514636
